date,product_id,actual_sales,predicted_sales
2009-12-16,47566,25.950000000000003,-12.775679792543883
2009-12-16,84879,446.16,268.3908007004338
2009-12-16,85099B,379.55,301.51843819335244
2009-12-16,85123A,548.5,661.9981209826046
2009-12-16,DOT,2336.63,1751.70863632334
2009-12-16,POST,90.0,156.1011151146003
2009-12-17,22086,61.95000000000001,350.75059256987873
2009-12-17,47566,97.65,-46.18825661598157
2009-12-17,84879,148.72,391.52487808301487
2009-12-17,85099B,234.0,346.24354901740537
2009-12-17,85123A,1048.1,766.2635955205712
2009-12-17,M,805.9,1337.9119055057574
2009-12-17,POST,123.95,150.58234908541652
2009-12-18,22086,156.9,306.55232959509374
2009-12-18,47566,13.3,-28.316692837450333
2009-12-18,84879,125.75,210.29148427985135
2009-12-18,85099B,94.8,227.7146606241964
2009-12-18,85123A,312.26,496.7058540458829
2009-12-18,DOT,1296.3600000000001,1458.4883038451485
2009-12-18,POST,18.0,165.873114985036
2009-12-20,22086,44.25000000000001,11.539483333988287
2009-12-20,47566,79.05,-175.9825830874343
2009-12-20,84879,13.52,123.90149724778297
2009-12-20,85099B,58.5,46.11125117768427
2009-12-20,85123A,70.80000000000001,418.0689044278324
2009-12-20,M,0.85,-117.29650816725848
2009-12-20,POST,126.0,15.428188172931812
2009-12-21,84879,81.12,177.97377994246784
2009-12-21,85099B,21.45,257.55294478480744
2009-12-21,85123A,312.6,577.9049046479348
2009-12-21,M,143.91,761.2499863888016
2009-12-21,POST,108.0,91.21076722333883
2009-12-22,22086,404.68,182.20089490481004
2009-12-22,47566,8.65,67.46352999070925
2009-12-22,84879,52.08,223.92721387434167
2009-12-22,85099B,21.5,302.7885506437742
2009-12-22,85123A,53.940000000000005,644.6362181464671
2009-12-22,DOT,2883.5,1199.2813349214011
2009-12-22,M,24.0,1002.1574591633903
2009-12-22,POST,80.0,183.17628660344903
2009-12-23,22086,8.99,114.17698181957822
2009-12-23,84879,54.08,181.39816205983314
2009-12-23,85099B,39.0,278.06195830441277
2009-12-23,DOT,184.68,1047.3895418613122
2010-01-04,47566,13.950000000000001,-2.0276702262921447
2010-01-04,85099B,722.4,263.4736625944958
2010-01-04,85123A,96.35,750.4601341142402
2010-01-05,47566,23.25,85.52194083011949
2010-01-05,84879,13.52,117.06545960249184
2010-01-05,85099B,7.8,312.37068649426044
2010-01-05,85123A,439.5,860.7986671905752
2010-01-06,47566,46.5,3.2211624947422735
2010-01-06,85099B,184.5,290.5611056488569
2010-01-06,85123A,236.95,747.3676637078628
2010-01-06,M,3.75,73.51450050399626
2010-01-07,47566,69.75,-28.128495539958095
2010-01-07,85099B,745.65,341.5709517690075
2010-01-07,85123A,3071.35,910.5628628486002
2010-01-07,POST,19.0,179.57237765576508
2010-01-08,84879,148.72,56.526094427507985
2010-01-08,85099B,68.25,228.37238560030423
2010-01-08,85123A,567.3,694.2339368268889
2010-01-08,M,1561.04,746.1099936832519
2010-01-08,POST,477.0,207.94071197591677
2010-01-10,47566,65.1,-154.04904261160928
2010-01-10,84879,121.68,2.1019259030695707
2010-01-10,85099B,211.8,54.420506770721374
2010-01-10,85123A,217.3,700.3077056375226
2010-01-10,POST,112.0,77.57547916507367
2010-01-11,22086,77.97,219.06555010499918
2010-01-11,47566,35.900000000000006,3.4821449223113348
2010-01-11,84879,54.08,73.23445501895242
2010-01-11,85099B,411.34,268.1392708921305
2010-01-11,85123A,130.81,889.7372771823482
2010-01-11,DOT,2286.98,799.1965861961409
2010-01-11,M,1410.99,815.1418696779533
2010-01-11,POST,66.0,160.1204696134135
2010-01-12,47566,30.060000000000002,90.12762918599509
2010-01-12,84879,121.68,136.71327174549657
2010-01-12,85099B,487.55,314.6120814933177
2010-01-12,85123A,299.90999999999997,976.6290313665834
2010-01-12,DOT,291.71,630.404022250892
2010-01-12,M,0.85,1096.719863786229
2010-01-12,POST,329.0,256.59345742824735
2010-01-13,22086,17.73,-100.91280165720877
2010-01-13,47566,16.94,7.0624730386231676
2010-01-13,84879,234.06,111.95620439205722
2010-01-13,85099B,223.5,290.0957339092389
2010-01-13,85123A,269.51,836.52756652463
2010-01-13,DOT,1305.0700000000002,595.29353415728
2010-01-13,M,901.4000000000001,245.0021357753294
2010-01-13,POST,306.0,187.02189502480053
2010-01-14,22086,5.91,-100.59246582874746
2010-01-14,47566,8.47,-24.856336617545594
2010-01-14,84879,113.22999999999999,253.61779896687773
2010-01-14,85099B,307.97,338.1798469227051
2010-01-14,85123A,985.4599999999999,970.480248164668
2010-01-14,DOT,1037.75,522.7336297626035
2010-01-15,47566,167.4,-5.626474610028993
2010-01-15,84879,13.52,91.12687646289694
2010-01-15,85099B,19.5,221.90807083279674
2010-01-15,85123A,425.09999999999997,723.0413406513846
2010-01-15,POST,168.0,213.2354878612236
2010-01-17,47566,69.75,-150.85020082317288
2010-01-17,85099B,204.6,41.68384797956023
2010-01-17,85123A,412.75,664.2650743275175
2010-01-18,22086,5.91,368.0655796164284
2010-01-18,47566,54.97,7.3116741886481975
2010-01-18,84879,106.61,114.43316222805129
2010-01-18,85099B,51.63,252.37151396986366
2010-01-18,85123A,311.74,821.4604533757886
2010-01-18,DOT,1144.83,878.0971767462777
2010-01-19,47566,16.94,94.94325177715015
2010-01-19,84879,245.52,178.05666040206353
2010-01-19,85099B,475.14,295.9976141486524
2010-01-19,85123A,690.29,877.2242391306647
2010-01-19,DOT,1532.72,684.0961500191752
2010-01-19,POST,126.0,241.8631006629633
2010-01-20,84879,94.64,152.42233328774054
2010-01-20,85099B,90.63,268.90298558848684
2010-01-20,85123A,656.1999999999999,707.7892097196104
2010-01-20,DOT,687.39,620.8346645396089
2010-01-20,M,1513.7,470.80972619321983
2010-01-21,47566,125.55,-17.023948425122853
2010-01-21,84879,40.56,292.22370079951
2010-01-21,85099B,209.85,314.7570358261721
2010-01-21,85123A,258.6,814.8337996007078
2010-01-22,47566,57.13,4.192332054079827
2010-01-22,84879,504.56,126.95172502331349
2010-01-22,85099B,289.8,196.6765438214943
2010-01-22,85123A,1605.54,543.4713341377973
2010-01-22,DOT,993.44,488.39283925467805
2010-01-22,M,1193.89,1159.2439787762937
2010-01-22,POST,422.0,190.2908867532889
2010-01-24,22086,5.9,-174.3783455133725
2010-01-24,84879,394.24,69.9751081427259
2010-01-24,85099B,19.5,14.34438216205055
2010-01-24,85123A,291.05,447.60362100370736
2010-01-24,POST,54.0,47.82697969405848
2010-01-25,47566,93.0,24.467332500308885
2010-01-25,84879,118.58,137.32722280360986
2010-01-25,85099B,62.4,224.82579360216295
2010-01-25,85123A,481.83000000000004,592.2867948712488
2010-01-25,DOT,586.91,752.5881544046076
2010-01-25,M,29.95,1206.2495165289881
2010-01-26,47566,276.15,114.79008341240211
2010-01-26,84879,54.08,195.513201090658
2010-01-26,85099B,902.42,268.8494059445895
2010-01-26,85123A,619.49,639.8218760008889
2010-01-26,DOT,348.52,532.6236089334639
2010-01-26,POST,177.0,219.9417738420414
2010-01-27,47566,33.88,35.75018210141184
2010-01-27,84879,121.68,164.11326875040595
2010-01-27,85099B,341.43,242.76548101490073
2010-01-27,85123A,1083.25,466.50131377206674
2010-01-27,DOT,729.44,446.5729606264236
2010-01-28,47566,65.1,8.10413875932069
2010-01-28,84879,54.08,297.97579558279233
2010-01-28,85099B,99.45,290.236176001954
2010-01-28,85123A,455.2,573.9550003769514
2010-01-28,M,20.0,1757.7534452304094
2010-01-29,47566,306.21,31.73856090264077
2010-01-29,84879,79.57,126.75027661809773
2010-01-29,85099B,132.2,174.35402009258218
2010-01-29,85123A,381.51,307.14347786993244
2010-01-29,DOT,395.75,280.11715768379463
2010-01-29,M,8985.6,1220.3987985904562
2010-01-29,POST,84.0,176.634583017882
2010-01-31,47566,9.3,-104.7997743004533
2010-01-31,85099B,19.5,-2.0168323070685688
2010-01-31,85123A,719.7,231.71339865195722
2010-01-31,POST,350.0,41.50712175591673
2010-02-01,47566,18.6,57.366993074837424
2010-02-01,84879,113.4,120.7332830406805
2010-02-01,85099B,192.61,212.09818103961592
2010-02-01,85123A,305.82,391.5286833468998
2010-02-01,DOT,573.33,526.4037409853415
2010-02-01,M,818.19,1167.2270772374404
2010-02-01,POST,276.0,123.65718071873466
2010-02-02,47566,60.45,148.59206854134737
2010-02-02,84879,135.2,174.42596988824593
2010-02-02,85099B,5.85,260.08122095098037
2010-02-02,85123A,454.25,456.8530588280123
2010-02-02,M,608.5,1393.2353237609607
2010-02-03,47566,45.67,69.9140333652161
2010-02-03,84879,81.12,139.22732614196542
2010-02-03,85099B,97.5,238.18600207200495
2010-02-03,85123A,518.15,303.4499199875289
2010-02-03,DOT,636.74,230.69084122387017
2010-02-03,M,1.5,479.34827995289845
2010-02-03,POST,102.0,153.29285828590776
2010-02-04,47566,46.5,42.049824831616775
2010-02-04,84879,77.74,270.0853505951598
2010-02-04,85099B,226.2,289.9695435004324
2010-02-04,85123A,522.1,432.3863774666012
2010-02-04,M,2.0,1612.1244834334268
2010-02-04,POST,221.0,159.72082893674192
2010-02-05,47566,34.71,64.86266808109671
2010-02-05,84879,13.52,96.72813510295424
2010-02-05,85099B,315.34000000000003,178.41351765112483
2010-02-05,85123A,123.90000000000002,188.04259983568227
2010-02-05,DOT,414.22,89.9235441342937
2010-02-05,M,102.84,1040.0563996141252
2010-02-05,POST,54.0,185.85499562885443
2010-02-07,47566,55.8,-75.13343816659693
2010-02-07,84879,54.08,26.981619695290817
2010-02-07,85099B,62.4,10.281707715227725
2010-02-07,85123A,85.55000000000001,158.1904154152706
2010-02-07,POST,159.0,52.793327858861375
2010-02-08,47566,45.67,84.4418187213117
2010-02-08,84879,54.08,89.98555127951185
2010-02-08,85099B,81.9,228.08825321543085
2010-02-08,85123A,571.27,340.0108043256088
2010-02-08,DOT,420.28,395.10308720280057
2010-02-08,M,870.0,892.5337942800069
2010-02-08,POST,180.0,134.6856958026877
2010-02-09,84879,94.64,145.34589611568845
2010-02-09,85099B,215.7,279.34006961588057
2010-02-09,85123A,79.69000000000001,426.144015287524
2010-02-09,DOT,185.33,200.8771908402132
2010-02-09,POST,808.0,230.81120104641093
2010-02-10,47566,122.23,90.3330086102358
2010-02-10,84879,27.04,112.71694386618653
2010-02-10,85123A,158.34,291.91454308341014
2010-02-10,DOT,581.23,145.26974199027455
2010-02-10,M,3.3,155.27232125830346
2010-02-10,POST,122.0,161.0623682120962
2010-02-11,47566,32.550000000000004,58.55847707685707
2010-02-11,85099B,202.05,314.1490574025314
2010-02-11,85123A,532.9,438.0164778423759
2010-02-11,POST,224.0,164.52099612807427
2010-02-12,84879,108.16,77.77162812503761
2010-02-12,85099B,36.34,204.10735240946045
2010-02-12,85123A,137.64999999999998,208.53102267923654
2010-02-12,DOT,321.59,49.95512855338103
2010-02-12,M,2.55,682.3039209514154
2010-02-12,POST,54.0,186.86888950301417
2010-02-14,47566,55.8,-71.45493690805222
2010-02-14,84879,504.56,18.111415883706798
2010-02-14,85099B,419.7,36.903333229846
2010-02-14,85123A,137.65,200.68097081348873
2010-02-14,M,100.0,-318.3159565563726
2010-02-15,47566,18.6,83.88006909507598
2010-02-15,84879,81.12,86.7901589165753
2010-02-15,85099B,930.3,254.1010827358925
2010-02-15,85123A,495.5,389.4576695888337
2010-02-15,M,1508.65,521.9978124867874
2010-02-15,POST,72.0,120.5541658473444
2010-02-16,47566,146.81,167.9926274275538
2010-02-16,84879,182.52,148.05414046883192
2010-02-16,85099B,82.21,304.05041061978756
2010-02-16,85123A,405.17,479.8643015077722
2010-02-16,DOT,672.35,234.2352932698203
2010-02-16,M,104.85,729.0032787036298
2010-02-17,47566,302.25,82.11932808268443
2010-02-17,84879,27.04,121.40594079439099
2010-02-17,85099B,207.9,282.9579360399148
2010-02-17,85123A,377.55,347.3347567778592
2010-02-18,47566,74.4,47.18672511649123
2010-02-18,84879,611.03,261.57320513930284
2010-02-18,85099B,159.9,334.36835410442154
2010-02-18,85123A,307.75,492.74489337227874
2010-02-18,POST,1.0,132.95343041427728
2010-02-19,47566,30.060000000000002,63.27351941645189
2010-02-19,84879,13.52,98.04501731544745
2010-02-19,85099B,333.63,221.2870226363462
2010-02-19,85123A,206.75,260.4219041262834
2010-02-19,DOT,1381.54,113.14044577669222
2010-02-19,M,20.46,380.1257145979358
2010-02-21,47566,209.25000000000003,-88.29339257397174
2010-02-21,85099B,62.4,46.922866098443734
2010-02-21,85123A,109.15,241.7042454551832
2010-02-21,M,2.05,-546.5446732083562
2010-02-22,47566,83.7,66.84142570131958
2010-02-22,85099B,165.75,260.24601414737015
2010-02-22,85123A,281.2,423.1689755951286
2010-02-23,47566,55.8,151.6591958519491
2010-02-23,85099B,270.61,306.3044939314948
2010-02-23,85123A,401.15,505.5291215636708
2010-02-23,DOT,183.11,301.93150186035984
2010-02-23,M,9.790000000000001,600.5223183970743
2010-02-23,POST,180.0,159.63703828404152
2010-02-24,47566,40.190000000000005,67.41888405048941
2010-02-24,84879,162.24,162.13332209734807
2010-02-24,85099B,37.05,281.4463759400929
2010-02-24,85123A,818.0,364.61650547344817
2010-02-24,DOT,320.2,255.08304944850744
2010-02-24,M,15.55,-263.8312371018492
2010-02-25,47566,61.78000000000001,35.04434954124203
2010-02-25,84879,160.64,304.11211790072406
2010-02-25,85099B,444.9,329.35792036756385
2010-02-25,85123A,525.16,501.6972897868145
2010-02-25,DOT,272.81,172.27923681938842
2010-02-25,M,0.85,934.2534108681671
2010-02-25,POST,162.0,81.37221599204092
2010-02-26,47566,134.85000000000002,54.58583177626569
2010-02-26,84879,135.37,141.50054568867563
2010-02-26,85099B,103.66,213.18185424046047
2010-02-26,85123A,201.57,261.4691022723009
2010-02-26,DOT,480.77,165.6002645633024
2010-02-26,POST,15.0,100.23226778809197
2010-02-28,47566,13.950000000000001,-87.62354805894242
2010-02-28,84879,62.53,91.08830778215854
2010-02-28,85099B,81.9,34.34345875856917
2010-02-28,85123A,274.35,229.5293442850719
2010-02-28,M,22.5,-334.97711921251584
2010-02-28,POST,90.0,-43.20973954067935
2010-03-01,47566,160.76000000000002,73.23244797286131
2010-03-01,84879,81.12,162.21834867747373
2010-03-01,85099B,97.5,246.50293391267292
2010-03-01,85123A,308.09999999999997,406.2235640383299
2010-03-01,DOT,243.32,514.8717742961111
2010-03-01,M,3.75,629.9683881866986
2010-03-01,POST,138.0,36.18515824691386
2010-03-02,47566,50.32,164.30847763649467
2010-03-02,84879,235.38,224.4165290738753
2010-03-02,85099B,12.32,292.22611290932457
2010-03-02,85123A,249.28,485.31492739465307
2010-03-02,DOT,648.0799999999999,327.1507550170814
2010-03-02,POST,245.6,131.95275295916076
2010-03-03,47566,77.39,86.72160912193974
2010-03-03,84879,94.64,197.18454925661885
2010-03-03,85099B,118.95,267.91747533028865
2010-03-03,85123A,555.42,342.76599430782517
2010-03-03,DOT,281.7,274.50734805159715
2010-03-03,M,13.5,183.3216571185634
2010-03-03,POST,325.0,64.1831095631818
2010-03-04,22086,5.91,-24.14636817566774
2010-03-04,47566,85.86000000000001,61.23912206828359
2010-03-04,84879,365.03999999999996,335.2894875111323
2010-03-04,85099B,298.84000000000003,317.2941418225413
2010-03-04,85123A,390.35,479.9097834005678
2010-03-04,DOT,286.02,186.83284841941125
2010-03-04,M,330.74,1458.9271315839892
2010-03-04,POST,156.0,72.09673832666124
2010-03-05,22086,5.9,-28.18038639501
2010-03-05,47566,51.650000000000006,87.74404525652554
2010-03-05,84879,289.46,168.29874572307787
2010-03-05,85099B,733.08,203.50241041130948
2010-03-05,85123A,187.8,241.44630770079795
2010-03-05,DOT,361.14,176.37444645243949
2010-03-05,POST,399.0,101.44851764365872
2010-03-07,47566,9.3,-41.01921381190883
2010-03-07,84879,97.78999999999999,108.12520143096548
2010-03-07,85099B,79.95,32.06303611757468
2010-03-07,85123A,577.15,217.8392900327016
2010-03-07,M,291.9,401.77496404538545
2010-03-07,POST,170.75,-19.62856387361458
2010-03-08,47566,660.11,125.97335601303894
2010-03-08,84879,299.13,174.14736383480565
2010-03-08,85099B,377.42,249.10303684822932
2010-03-08,85123A,809.3100000000001,400.8073436610379
2010-03-08,DOT,1225.08,521.6041418036111
2010-03-08,M,22.8,1426.2989054731083
2010-03-08,POST,181.0,71.09214997793171
2010-03-09,47566,266.85,222.5749844311843
2010-03-09,84879,81.11999999999999,231.27313018838072
2010-03-09,85099B,470.4,300.3597399094374
2010-03-09,85123A,447.38,487.2982544345159
2010-03-09,DOT,93.27,334.9094646894192
2010-03-09,POST,333.0,177.89340961354935
2010-03-10,47566,99.81,149.75309428043352
2010-03-10,84879,409.45,199.14160578487116
2010-03-10,85099B,445.97999999999996,282.1121808842927
2010-03-10,85123A,476.88,353.0147399898705
2010-03-10,DOT,639.4,284.3057780832471
2010-03-10,M,25.25,1074.7170311278203
2010-03-10,POST,188.0,120.56901948598997
2010-03-11,47566,46.5,128.14310522188126
2010-03-11,84879,518.08,332.65042911662323
2010-03-11,85099B,21.05,337.91901488148255
2010-03-11,85123A,223.21,499.0009091239972
2010-03-11,DOT,504.75,199.5055871120972
2010-03-12,47566,46.5,157.51812103915364
2010-03-12,84879,69.15,161.48711946047547
2010-03-12,85099B,62.4,230.7567323856685
2010-03-12,85123A,285.16,269.6491587390324
2010-03-12,DOT,372.5,192.5386252754462
2010-03-12,M,1.45,1989.9905966618858
2010-03-12,POST,36.0,175.8101230234087
2010-03-14,47566,32.550000000000004,31.178895156905185
2010-03-14,84879,67.6,94.64806032291824
2010-03-14,85099B,25.349999999999998,72.43464923215194
2010-03-14,85123A,123.90000000000002,263.81465213162926
2010-03-14,M,23.9,1358.2545208293145
2010-03-15,22423,102.0,485.9894507332829
2010-03-15,47566,233.0,197.64451381736444
2010-03-15,84879,380.88,158.3378919285048
2010-03-15,85099B,69.8,295.5774522542588
2010-03-15,85123A,287.18,454.8322753178608
2010-03-15,DOT,836.75,549.4031514458719
2010-03-15,M,72.5,2368.665458658411
2010-03-15,POST,136.0,161.34798228406888
2010-03-16,22086,35.400000000000006,-52.31246245490777
2010-03-16,22423,493.94,536.2050856893582
2010-03-16,47566,13.120000000000001,292.55865268570227
2010-03-16,84879,207.87,213.87189145841282
2010-03-16,85099B,211.8,352.376731491538
2010-03-16,85123A,487.96,548.4404384787185
2010-03-16,DOT,358.92,366.08091776845754
2010-03-16,M,7.5,2732.460958273564
2010-03-16,POST,72.0,269.71269957507405
2010-03-17,22423,267.75,631.4984037467354
2010-03-17,47566,106.95,216.92858136943735
2010-03-17,84879,121.67999999999999,180.91713165565375
2010-03-17,85099B,154.36,338.9217337816914
2010-03-17,85123A,392.3,420.0999108441785
2010-03-17,DOT,148.86,318.1673325964507
2010-03-17,M,31.619999999999997,1950.1047510806711
2010-03-18,22423,293.24,722.5977610896144
2010-03-18,47566,171.22,191.46190612245738
2010-03-18,84879,155.48,314.376586024467
2010-03-18,85099B,340.40999999999997,398.6065437578706
2010-03-18,85123A,441.45,570.653844427105
2010-03-18,DOT,228.64,235.1501801640794
2010-03-18,M,637.25,3206.3181343238657
2010-03-18,POST,180.0,226.74322113612308
2010-03-19,22423,822.1099999999999,721.9756643882469
2010-03-19,47566,93.0,216.03495473840206
2010-03-19,84879,40.56,143.92053265596172
2010-03-19,85099B,193.67,294.255506063224
2010-03-19,85123A,381.01,344.3412317645493
2010-03-19,DOT,247.7,228.87007704945398
2010-03-19,M,21909.41,2747.8480131984456
2010-03-19,POST,80.0,259.78210666978345
2010-03-21,22423,532.2,232.31766202217585
2010-03-21,47566,397.05,77.80993608740046
2010-03-21,84879,108.16,80.58884930394925
2010-03-21,85099B,83.85,137.86734579787205
2010-03-21,85123A,1962.9,339.65104537316597
2010-03-21,M,63.45,1952.6846369694622
2010-03-21,POST,30.0,135.6335624211759
2010-03-22,22423,404.64,495.95232046286884
2010-03-22,47566,171.22,237.52927708154942
2010-03-22,84879,79.6,146.94082558435898
2010-03-22,85099B,115.98,359.9608533778982
2010-03-22,85123A,322.5,528.7401631855872
2010-03-22,DOT,459.39,580.0182877694158
2010-03-22,M,31.5,2866.6408645073243
2010-03-22,POST,112.0,219.48292117380382
2010-03-23,22423,618.13,546.1679554187699
2010-03-23,47566,208.42000000000002,325.41854378230664
2010-03-23,84879,367.2,205.62198477843006
2010-03-23,85099B,76.05,414.3065846061972
2010-03-23,85123A,1019.05,618.8244906848627
2010-03-23,DOT,232.55,392.06476201970054
2010-03-23,M,23833.57,3125.910045965832
2010-03-24,22423,251.7,641.461273476379
2010-03-24,47566,137.01,242.69431019362906
2010-03-24,84879,171.12,176.19155579155117
2010-03-24,85099B,315.77,396.9930261791184
2010-03-24,85123A,220.26000000000002,485.4865365826555
2010-03-24,DOT,306.52,338.2320504401158
2010-03-24,M,946.06,2232.5104688182696
2010-03-24,POST,632.0,244.965997323497
2010-03-25,22423,721.79,732.5606308193206
2010-03-25,47566,237.14999999999998,210.28012490241767
2010-03-25,84879,57.46,313.43460080312144
2010-03-25,85099B,476.56,451.4503587165924
2010-03-25,85123A,350.05,629.7407854977441
2010-03-25,M,6448.56,3372.879970619838
2010-03-25,POST,459.0,245.77453906707387
2010-03-26,22423,2663.99,731.9385341177749
2010-03-26,47566,50.32,228.26901360501972
2010-03-26,84879,271.04,146.896950815387
2010-03-26,85099B,480.37,340.5759166768115
2010-03-26,85123A,1021.5,396.0412997408239
2010-03-26,DOT,239.24,233.80300065733834
2010-03-26,M,155.07999999999998,2795.6138721409534
2010-03-26,POST,15.0,264.2004341190541
2010-03-28,22423,306.0,242.28053175151672
2010-03-28,47566,204.6,78.80018834451351
2010-03-28,84879,172.38,91.29833472772086
2010-03-28,85099B,198.15,167.72278707935453
2010-03-28,85123A,223.2,374.3499257805712
2010-03-28,M,53.95,1761.84722148921
2010-03-29,22086,5.91,343.40607041156863
2010-03-29,22423,1563.87,505.915190192444
2010-03-29,47566,942.0199999999999,234.24315772447676
2010-03-29,84879,55.54,161.21695632748134
2010-03-29,85099B,105.61,380.19150566983086
2010-03-29,85123A,1852.2600000000002,554.4024461899771
2010-03-29,DOT,881.06,557.3877806234209
2010-03-30,22086,5.91,13.622786604918195
2010-03-30,22423,344.23,556.1308251484721
2010-03-30,47566,67.76,318.9747125680839
2010-03-30,84879,216.32,223.11083727571256
2010-03-30,85099B,226.09,424.24331113737446
2010-03-30,85123A,243.85000000000002,635.4991164100039
2010-03-30,DOT,752.32,360.0896230796079
2010-03-30,M,5.779999999999999,2708.563958233448
2010-03-31,22423,505.02,651.424143206058
2010-03-31,47566,170.89000000000001,234.3446065002567
2010-03-31,84879,216.32,196.43732707143715
2010-03-31,85099B,100.38,396.1903420045702
2010-03-31,85123A,412.99,493.5278052004308
2010-03-31,DOT,646.55,297.3651058876417
2010-03-31,M,2.1,1711.3992243823338
2010-04-01,22423,694.65,742.5235005487606
2010-04-01,47566,30.060000000000002,201.37788854100486
2010-04-01,84879,69.28999999999999,335.8941393028965
2010-04-01,85099B,627.6,439.70364051476497
2010-04-01,85123A,527.02,629.796675795656
2010-04-01,DOT,277.7,199.1526585728701
2010-04-01,M,34.0,2756.8107577328583
2010-04-01,POST,357.0,172.30392102307388
2010-04-06,22423,567.1099999999999,566.0936948781746
2010-04-06,47566,168.73000000000002,328.5877586793225
2010-04-06,84879,67.6,246.72688888507884
2010-04-06,85099B,207.9,363.5684618546884
2010-04-06,85123A,196.65,613.646828109376
2010-04-06,DOT,25.8,291.7417974917048
2010-04-06,M,2.55,1801.558192270126
2010-04-07,22423,1118.24,661.3870130096029
